Sl no,Tweets,Search key,Feeling
6026," #79: @L'ACORT ed ""RT @courrierinter: L'#AKP, parti au pouvoir en #Turquie 🇹🇷 est parvenu à faire annuler sa défaite à #Istanbul : de nouvelles #élections dev…""",indignation,angry
3014," #62: @Chairman of the Universe Xi Jinping ed ""RT @roadie_uncut: remember when that guy shot up a Madden tournament because he lost?talk about a heated gamer moment""",heated,angry
8497," #16: @Ripley & Heanor News ed ""“Sorrowful” Derbyshire shoplifter with a drug habit is put behind bars https://t.co/JYcEWLvsgT""",sorrowful,sad
6505," #49: @Starbwoy Stiches ed ""RT @LFC: Fight. Passion. Determination. Spirit. ✊What a comeback. What a team. What a club. #YNWA https://t.co/GRpBmbLWuy""",determination,happy
15," #15: @Jaweriaabalochh ed ""@BTS_twt 🤩 we are too happy hobi😍 just enjoy there and make good memorable moments.. have fun🤗🤗""",happy moments,happy
9805,"Tweet #44: @Akutuula Amos tweeted ""RT @realDonaldTrump: Isn’t it amazing that the people who were closest to me, by far, and knew the Campaign better than anyone, were never…""",very angry,angry
2350," #41: @Madi E ed ""@ChadDFW @apefaceoo1 @laalex2 Did you know TTW poked a hole in her diaphragm to get pregnant with her second child therefore trapping her husband in an unhappy marriage? Bc she did. “Do as I say, not as I’ve done”""",unhappy,sad
4078," #12: @elvira carrillo ed ""RT @matthewferner: One day, we will look back at mass incarceration and the American criminal justice system, w/ its vast cruelty and dehum…""",revulsion,disgust
2547," #30: @RM ed ""@duxsilvae @Samohtep I just don't understand why Percy from Dawson's Creek is so angry and able to teleport his fleet.""",angry,angry
3317," #48: @Reyam🏳️‍🌈 ed ""RT @pipertaetae: the fact that taehyung said he was so afraid of rolling backwards during Dionysus to the point he really imagined the floo…""",fear,fear
3431," #1: @Jeremy ed ""RT @RealSaavedra: 2020 Democrat presidential candidates that have said nothing about the Palestinian terror attacks on Israel:ButtigiegY…""",terror,fear
1434," #37: @さきてゃん@下手の民 ed ""@sorrow_lynch412 病んでないよｗｗｗまさかの？？？？ｗｗｗ""",sorrow,sad
7182," #12: @☁︎ ed ""RT @goldmarveI: thor's reaction when he found out he was still worthy hurts my heart he was so surprised and happy i'm gonna cry https://t.…""",so happy,happy
7110," #10: @Debola Olayinka ed ""RT @NphcdaNG: We are incredibly happy and very proud of our team. Thank you for your commitment in ensuring every child is reached. #Suppo…""",very happy,happy
334," #26: @Normaaaaaa Cisneros ed ""RT @The_Gospels: Delight yourself in the LORD & he'll give you the desires of your heart. -Psalm 37:4""",delight,happy
1460," #63: @LadyOfGod-SisterGina 💜 ed ""RT @Bible_Time: God always has a relief for every sorrow and a plan for every tomorrow.""",sorrow,sad
6118," #10: @J.M. BRIELLES ed ""@pascalangeloni @JackyBerland Petit tour de passe passe écologique la permaculture et ses 580 T/ha de déjection animale.https://t.co/SwldZCBnMa""",dejection,sad
1827," #17: @Three eyed Tisan ed ""RT @Mister_Judah: Tyrion: Please don't kill her, don't hurt your children, you're not a monster... bla bla bla... Cersei: https://t.co/ii…""",hurt,sad
2957," #5: @Chorley Group EV ed ""RT @KateFantom: A month ago we put a deposit down on one of these. Some specs, full pan roof, 44kWh usable pack, ACC, LKA,  AEB, AA & ACP,…""",heated,angry
4630," #64: @Dimpol~ng~Pandaᴬᴰᴺ ed ""RT @montenegro_emil: #ADNTogetherForever 😘@lynieg88 @Darwaine88 @schutty14 @PatricioCora @irmaroxas3 @PrincessYelena @34thKingSniper Succ…""",courage,happy
4797," #20: @Bouta ed ""@RayMondeDeux @lyntaylor400 @suzanne_cass @KeepTalkingAus @Middleton_Says @vichygirl @adamblakester @Billandbecks @KirrinaBarry @SheepCollective @Barnaby_Joyce Hope you get some rain mate.""",hope,happy
264," #36: @نور الهدى ed ""RT @matthaig1: Stay alive for other people. The people you'll meet. The people you will become. You are more than a bad month. You are a…""",gratitude,happy
1190," #20: @Marilyn Robertson ed ""RT @DalaiLama: We need patience to protect our peace of mind, our compassionate mind. Patience is part of our defense, as is forgiveness. E…""",helpful,happy
6776," #24: @ViktoriiaFisher ed ""RT @LoopyReasons: Miss from yesterday, today's pride!  Queen always @ladygaga. ❤️🎼 #METGaga #MetGala #LadyGaga #GAGA https://t.co/TNuVpkf23y""",pride,happy
5160," #18: @ThatGeorge ed ""@KEEMSTAR Bold of you to assume i was sleeping.""",calm,happy
3892," #65: @gerry ed ""@TomJChicago I keep waiting and hoping on some action on the other investigations...in the states. So much silence, so much anxiety....ugh.""",anxiety,fear
1113," #13: @Nightlock (Jules) ed ""RT @nazire_imeri: Y'all are lucky my girl Harper isn't there. She would stunt on all of y'all #MetGala https://t.co/KaNISyjIoa""",lucky,happy
4465," #40: @💎🇬🇧 ed ""Tell me this is sarcasm... https://t.co/ZUvl4vxS3a""",sarcasm,disgust
1943," #54: @Banjang Peniel 💙; 미안해 ed ""RT @hooniesmoles: An instiz user imagined a drama called three brothers starring inguk, hakyeon and sungjae. inguk is the hardworking eldes…""",trouble,sad
2627," #36: @__ENIME👓📚 ed ""RT @SamUOENO: On my way to annoy my mum when I’m bored https://t.co/7Si6FlG7xk""",annoy,angry
2542," #25: @Robert Wagner! ed ""RT @Highland__paddy: When Brendan Rodgers decided to walk out on Celtic along with his backroom staff, the fans felt betrayed and angry.Th…""",angry,angry
967," #30: @Sarah Ashley ed ""Savannah enjoy her 3 day weekend she was very happy in the new ALDI special needs trolley 🛒 that I complain 2 years we got there end didn’t we savannah mummy is a bit emotional 😭 an u went for another McDs milkshake yes we could hear 👂 all the moaning about paper straws ❤️ https://t.co/tzxDw4n1hI""",enjoy,happy
6588," #39: @*Jun⭕️ ｱﾝﾘﾐ3原稿中 ed ""@PChuthamas Gavin is too shy but actually he is happy to kiss 900🥰💕💕""",shy,happy
6313," #87: @Mahima Jain ed ""RT @SadhguruJV: Devotion is about you. Maybe you use another as inspiration, but you change your quality into a profound sense of sweetness…""",devotion,happy
3663," #22: @Howard Gorman ed "".@howardgorman's FRIGHT BITES is now available! https://t.co/wB132YqCsQ""",fright,fear
3127," #32: @Matt Hahn ed ""@DougDerby @DeepStateExpose @realDonaldTrump Why would an Atheist be outraged about this?""",outraged,angry
851," #89: @Mara Cepeda ed ""@rapplerdotcom Gonzales: I fondly remember that during our frat gatherings… si Boss Nogie ay isa sa mga pinakamaingay, pinaka-boisterous at jovial. The life of the party, so to speak.""",jovial,happy
368," #60: @𝙎𝙇𝙊𝙒ᅠ ed ""@blue_delight_9x 저는 b오블통이었었는데, 그 방 들어가면 무릎 정도까지 안 보이구.. 뒤에 시스루(? 벽 쪽에 서면 아예 안 보여요! 사이드미 꽤 잇는..?""",delight,happy
2594," #3: @lydia ed ""RT @SamUOENO: On my way to annoy my mum when I’m bored https://t.co/7Si6FlG7xk""",annoy,angry
511," #44: @mLoylee ed ""Norman had a good weekend meeting his aunt and cousins 💕 https://t.co/v8VmIbs8B9""",joy,happy
2958," #6: @。 ed ""@winterlightx She’s gonna be extra heated when his solo does bigger numbers than what she anticipated""",heated,angry
4197," #36: @Anssi Wartiainen ed ""RT @Schuldensuehner: Risk aversion hits Emerging Markets w/ #Turkey Lira drops beyond 6 per Dollar and Turkey 10y yields jump >19%. https:/…""",aversion,disgust
2425," #30: @Lucy ed ""@jobduck_Ltia ㅋㅋㅋㅋㅋㅋㅋ 나 매일 마이너스 빼먹어서 틀린다...짜증나.. 이제 수업 끝났는데 비온다 우산없는데 ㅈ됨 ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ""",gloomy,sad
6888," #2: @maxine ed ""RT @nxgxl__: WHEN LADY GAGA'S LASHES IS LONGER THAN YOUR PATIENCE #MetGala https://t.co/PTMzL72Noa""",patience,happy
8186," #31: @9rgo3. ed ""god bless my friend 🙏🏽 https://t.co/X2cWtSSl8m""",bless,happy
648," #31: @-Ali- ed ""Lahat ng bashers magsaya na kau.. Wala na yung happy pill. 😂""",glee,happy
3470," #40: @Thakur Swapnil Singh ed ""RT @keshavyadaviyc: Congress has ushered in youth, women & candidates from weaker section to empower our democracy.BJP has sidelined all…""",terror,fear
4028," #37: @Sir_MDiin💞 ed ""@Abbah_dange1 Hahaha kaga ramadan yazo many hiden sicken go come out.""",sicken,disgust
7479," #47: @⋆ ed ""RT @yokoono: Some songs are better just rough. They can be cooler, funkier and communicate better to people that way. Re-listen to your son…""",surprise,surprise
8944,"Tweet #77: @clara ⎊ tweeted ""RT @IR0NSPIDEY: Me talking to marvel after they made me watch Peter mourn Tony in the new ffh trailer https://t.co/ZGspkXPlaO""",mourn,sad
2771," #10: @All Darths ed ""Do not displease Darth Zyzzyvas!""",displease,angry
9234,"Tweet #15: @hlali tweeted ""@NosiphoKhulu it's sad hey. I think I'll end up going out of guilt... 💔""",guilt,sad
4967," #71: @Deniz♥ ed ""Yall im about to puke I’m so nervous""",nervous,fear
7641," #60: @uncle kerouac ed ""RT @TheMarkTwain: Do the right thing. It will gratify some people and astonish the rest.""",astonish,surprise
9804,"Tweet #43: @Raoule V. tweeted ""@snobbygirl17 @tconspiracyguys She was also the first person to publicly accuse Kevin Spacey of sexually assaulting underage boys.  She made those threats to him because she was very angry with him for what he had allegedly done to a young male patient of hers.""",very angry,angry
6795," #43: @Marra ed ""RT @billboard: Get ready for @adamlambert! 🌟 He announced the arrival of a ""new era"" with a new single next week https://t.co/Ln1rGyxdpi ht…""",pride,happy
7540," #45: @Manic Ict Consults ed ""RT @AndrewMwenda: Good people, i am still trying to recover from the shock of last night. Can all the great soccer analysts tell me what we…""",shock,surprise
3532," #36: @The Barron ed ""RT @UnbalancedMemes: I'm no expert but i sensed some panic in the pyro barber there... https://t.co/CUkE7O361o""",panic,fear
5652," #60: @Lato ed ""@_Kamo_M why did you lock your s. let's not bore each other friend""",bore,sad
9181,"Tweet #43: @Boujee🦋 tweeted ""RT @tyrone345345: An increases suicide rates for young Black kids is on the rise recently that coinciding with the recently heightened awar…""",troubling,sad
102," #30: @P.K.s PowerfromSpace 🚀 ed ""RT @weschatham: She took out the night king. She is that guy! RT @DiaTriose: Arya and Amos would be an amazing pair in a fight #TheExpanse…""",amazing,happy
4543," #47: @نانسي🥀 ed ""RT @MasekoValencia: If you check in most of my posts you’ll notice that I don’t argue with anyone. You’re right. Your view is correct. No i…""",peace,happy
3547," #51: @Sofíeeeeé ed ""RT @lenalovesher: so like... with the almost-reveal panic i didn't notice before, but can we talk about how there's a bucket with champagne…""",panic,fear
304," #76: @LLCartin - Author / Speaker ed ""Daphne's WebAttitude of Gratitude to MANIFEST!#author #afterlife #dreams #bestseller #victorian #amreading #ghosts #haunted #paranormalromance #lawofattraction #mystical #magical #spiritual #acim #ghostship https://t.co/Qd0MuxTnfZ 5⭐️KindleB&NBook Depository https://t.co/zrTxSJQffS""",gratitude,happy
77," #5: @Edgar ed ""Urias was amazing in his first save opportunity, might be smart to limit Jansen to two days back to back and use Urias if needed on the third.""",amazing,happy
1917," #28: @Upcoming Avenger ed ""RT @Tiiani1: Most people who denounce Christianity don’t want to admit that the same pride that got Satan into trouble has tainted them too…""",trouble,sad
3237," #63: @Lisburn Castlereagh ed ""Appeal as man is injured during aggravated burglary in Lisburnhttps://t.co/OhfEo5HD5m""",aggravated,angry
4669," #27: @allanjenkins21 ed ""RT @SamiraAhmedUK: Rare good news worth celebrating today. Two incredibly brave & honorable journalists. https://t.co/kY3Emf5Ywa""",brave,happy
5132," #75: @adamlajbrok ed ""@wharfie96552 There’s a lot more fast food to blame than just papas but harsh on them""",harsh,angry
734," #43: @Fer Gzz ed ""RT @tina_d75: Couples have dated for 10 years then got married & divorced after a year. Strangers have fucked on the 1st date & now are cel…""",happy,happy
5510," #54: @IG: @sodathreads 🌷 ed ""fifty ways to relax ☀️ https://t.co/kkIkTdhrWq""",relax,happy
1595," #7: @Keshav ed ""RT @Fact: Two people who are depressed can help each other. It's because people are often better at giving advice than they are receiving i…""",depress,sad
8793,"Tweet #6: @Nie dieded tweeted ""@pettymoroccan We had our hopes up way too high thinking they had learned their lesson from last year ... we were wrong, we were so very wrong. Sad shit .. also, fuck valverde""",very sad,sad
8849,"Tweet #62: @R.M.S. tweeted ""RT @Willie700WLW: Former Gov John Kasich on CNN again.. he is used by the MSM to do their bidding ripping on Trump.. Very Sad.. doubt he kn…""",very sad,sad
7859," #28: @han. ed ""RT @yutotastic_: i don't care if you don't stan btob or ptg but you're obliged the appreciate this cheerful interaction between the two!!…""",cheerful,happy
4823," #46: @🇬🇧🏴󠁧󠁢󠁳󠁣󠁴󠁿 Iain_L 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇬🇧 ed ""RT @Minorcynic: Hope someone is keeping these quotes to use for the next indyref campaign.  But Scottish nationalism transcends all other t…""",hope,happy
347," #39: @Nicholas Douglas ed ""#PrinceWilliam and #KateMiddleton reveal if they already met #MeghanMarkle and #PrinceHarry baby https://t.co/lx3m5qz2b1""",delight,happy
1685," #27: @Ramón Sáez ed ""RT @CiudadanaMartaR: Lo voy a resumir: ir a Mauthaussen a hablar de presos políticos, como ha hecho la Generalitat, es lo más miserable que…""",miserable,sad
2908," #34: @Odis Johnson ed ""RT @richardhine: Obama delivered 7+ years of uninterrupted job growth while massively shrinking the $1T deficit he inherited. #TeaParty was…""",furious,angry
2820," #41: @'hümanizm 'öldü. 'zulüm 'revaçta. ed ""Öcalan ile yapıldığı idia edilen görüşmelere temkinli yaklaşılmali, kimi şahinlerin provoke etmesine mahal verilmemeli.Bu ölümler son bulmalı.Yeni bir süreç başlamalı""",provoke,angry
1086," #81: @Callum Tuck ed ""RT @RewindNorwich: Thanks all, very pleased so many of you #NCFC people enjoyed it or cried. 😭1.30 is where my throat gets a bit lumpy: F…""",pleased,happy
